company,domain,headquarters,employees,ownership,year_founded,description,source_list,flag
Elaine Allen LLC,elaineallenllc.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Doss and Horky Inc,dosshorky.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Lynx Labeling,lynxlabeling.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Tomrook Steel LLC,tomrook.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
"E.L. Electrical Contracting, Inc",elelectric.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Green River Rentals Inc,greenriverrental.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Air Mechanical Sales,airmechsales.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
"LoVo Systems, Inc",lovosystems.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Beaver Creek Hydrology,beavercreekhydrology.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
W Principles,wprinciples.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Walker Electrical Contractors,walkerelectric.net,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Toadvine Enterprises,toadvine.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
"B&R Construction, Llc",bandr-construction.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
"Jave, Llc",javellc.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Clay Pipeline Inc,claypipeline.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Southern Trades Inc.,southerntradesinc.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Kentucky Realty Corporations,kyrealtyonline.net,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Concrete Coring Company,concretecoringcompany.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
JMK Electric,jmkelectric.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Got Caulking Inc,gottcaulking.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
"Dbgc, Inc",dallmanbohl.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Kitchen Concepts,kitchenconceptsky.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Mci-Ridglok,mci-ridglok.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Cooper Painting Inc,cooperpainting.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Unified Electric Inc,unifiedelectric.net,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
McIntosh Electric LLC,mcintoshelectricllc.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Aurora Pools & Spas,aurorapoolsandspas.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Insulation Technologies,insulationtechnologies.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
"Louisville Tree Service, LLC",louisvilletreeservice.biz,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
"Disponette Service Co., Inc.",disponette.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Burnett Sons Roofing Inc,burnettroofs.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Grott Locksmith,grottlocksmith.net,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Radden Painting,raddenpainting.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Crown Stair,crownstair.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Fab Steel Inc,fabsteelinc.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Tommy Wells Construction Inc,tommywellsconstruction.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Old Colony Insurance Svc Inc,oldcolonyinsurance.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Hard Hat Housing,hardhathousing.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Amshauling.Com,amshauling.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Fayette Erectors Inc,fayetteerectors.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
McKnight & Associates,mcknightgc.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Growth Solutions Team,growthsolutionsteam.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Total Tech Solutions LLC,totaltech.net,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Gooch Construction Inc,goochconstruction.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Estesenergy.Com,estesenergy.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
A1 Portables,a1portables.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
"Lagco, Inc.",lagco.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Technical Piping Svc Inc,technicalpiping.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Al Torstrick Insurance Agency,altorstrick.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
"Graves & Graves, P.C.",graveslaw.org,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Star Plumbing & Mechanical,mystarpros.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
R C Griffin Inc,rcgriffin.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
"Spectrum Contracting Services, Inc.",spectrumcontract.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Johnson Lawrence Walker Inc,jlwins.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Service Specialties,servspecllc.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Interstate Fence Supply Inc,interstatefencesupply.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Industrial Installations,industrialinstallations.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
"Ison Insurance Agency, Inc.",isoninsurance.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Integrated Pest Management Services,ipmpestcontrol.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Concrete Plus Llc,concreteplusllc.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
"Hearn & Fleener, LLC",hearnfleener.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Dam Steel & Supply,damsteelsupply.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
N3D Group,n3dgroup.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Geo Specialties,geospecialties.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
"Green Consturction Services, Inc.",green-construction.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Lexington Laminates,lexingtonlaminates.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
HPP Industrial,hppindustrial.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
"Early Environmental Contracting, LLC",earlyenvironmental.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Dynamic Restoration LLC,dynamicrestorationky.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Kebco Inc.,kebcoinc.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
George H. Friedlander Company,friedlandercompany.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Gallagher,ajg.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
R & M Construction Co.,rmconstructionco.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Sunrise Excavation,sunriseexcavating.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
"Bluegrass Stream, LLC",bluegrassstream.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Overhead Door Company of Corbin,corbindoors.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Spears Mfg Co Inc,spearsmfg.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Raymond Hymer Plumbing,raymondhymerplumbing.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Enviro-Tec Services,envirotecservices.net,"Bowling Green, KY",8,Bootstrapped,2012,Enviro-Tec Services provides industrial fabrication and mechanical contracting services to business clients such as manufacturers and commercial operators. They position themselves as industrial fabricators and mechanical contractors and invite direct contact for project needs and inquiries.,55X5CPA6,
"Little Creek Construction, LLC",littlecreekconstruction.com,"Yadkinville, NC",8,Bootstrapped,[unknown],"Little Creek Construction, LLC provides residential construction services specializing in home additions and exterior remodeling for homeowners. They position themselves as a family-owned, licensed contractor with experienced leadership that uses quality materials and offers responsive, personalized service. Primary services include garage, room and sunroom additions, decks, patios, and fence construction.",55X5CPA6,
Do It Best,doitbest.com,"Illinois, USA",8,Private Subsidiary,1968,"Do It Best is a member-owned hardware, lumber and building materials cooperative that supplies and retails a broad assortment of tools, building materials, paint, plumbing, lawn & garden, and outdoor living products to consumers and member retail stores; they highlight cooperative membership, nationwide member locations, store-level services and same-day online order pickup.",55X5CPA6,
The King's Helper,kingshelper.com,"Lexington, KY",8,Bootstrapped,[unknown],"The King's Helper provides plumbing and HVAC repair, maintenance, and emergency response services to residential and small property customers and positions themselves as a dependable, long-established partner that honors commitments and responds when problems arise.",55X5CPA6,
Nally & Gibson Georgetown Inc,nallygibson.com,"George Town, Cayman Islands",8,Bootstrapped,[unknown],"Nally & Gibson Georgetown Inc operates a limestone quarry and supplies crushed limestone and other construction aggregates, and provides paving services. They serve construction and paving contractors and other businesses needing aggregate materials. They position themselves as a long-established, vertically integrated supplier with on-site quarrying and paving capabilities.",55X5CPA6,NON_US_HQ
River City Machine & Tool,rivercitymachineandtool.net,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
B&B Utility Services,bandbutilityservices.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Duane Realty Group,duanerealtygroup.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Sams Floor Covering Inc,samsfloorcoveringsny.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Special Projects International,specialprojects.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Smith Welding And Fabrication Inc,smithweldandfab.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Summit Flooring,summitflooringgroup.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Klempnerexcavating.Com,klempnerexcavating.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Smith-Altman Insurance Agency,smithaltman.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Tucker Building Company,tuckerbuildingcompany.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Cambridge Construction,buildwithcambridge.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Glasgow Insurance Agency,glasgowins.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
"JBR Industrial Servces, LLC",jbrindustrialservices.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Sams Floor Covering,samsfc.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Central Kentucky Glass,centralkentuckyglass.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
PSI Paving,psipaving.net,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Falco Drilling Co,falcodrilling.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
R&R Roofing and Siding,rrroofingandsiding.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
KCS-Kentuckiana Contracting Services,kentuckianacontracting.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
A G C Of Kentucky Inc,agcky.org,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Means Tool Co,meanstoolco.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Slick Rollers.com,slickrollers.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Cooper Painting,cooperpaintinginc.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Gilpin Masonry,gilpinmasonry.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Anything Email,anythingemail.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
"Custom Creations, Inc.",customcreationsky.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
L A Surety Solutions LLC,lasurety.net,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Heat Pro,heatpro.net,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
"Hall and Clark Insurance Agency, Inc.",hallclark.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Robert Ventures,robertventures.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Heckmann Sales & Leasing,heckmannsales.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Obara Corp,obarausa.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Integ Construction Management,integconstruction.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Bluegrass Tool & Industrial,sandkindustrial.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
IN-COM Data Systems,com.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Lewis Brothers Funeral Chapel,lewisbrothersfuneralchapel.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Vendoor,vendoorapp.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Minnifield Enterprize Inc,minnifield.net,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Red Arrow Corporation,redarrowcorp.net,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
"Lowe Pools, Inc",lowepools.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Bri-Den CO,bridenroofing.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Spencer Concrete,spencerconcrete.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Carter & Witt,carterwitt.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
McKnight & Associates PC,mcknightsurveys.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Hickey Steel,hickeysteel.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
test,test-llc.llc,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
"Bobby Luttrell & Sons, L.L.C.",luttrellandsons.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
LIBERTY Holding,libertygroupholdings.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Geothermalearthworks.Com,geothermalearthworks.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
"KayKar, Inc.",kaykarinc.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Tri-Star Roofing & Renovations,tristarroofingrenovations.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Moore HVAC Solutions,moorehvacsolutionslexington.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
American Saddlebred Builders LLC,asbuildersllc.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Samson Steel Structures,samsonsteelstructures.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
"McElroy, Wharton & Boldrick, Inc.",ky-insurance.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Affordable Towing,bgaffordabletowing.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Southern Pipeline Construction,soupipe.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Roof Services LLC,roofservicesllc.net,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
"Perdue Environmental Contracting Co., Inc. (PECCO)",peccoinc.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Legrand,legrand.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Akin Sex C,akinsexc.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Extreme Communications LLC,extremecommunicationsllc.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Kentucky Realty Corporation,kentuckyrealty.net,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Finally Finished Contracting,finallyfinishedcontracting.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
R&R Siding Llc,rrsidingllc.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Cook Electrical Contractors,cookelec.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Stanley Pipeline,stanleypipeline.org,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
"Stephenson Farms and Contracting, LLC",stephensoncontracting.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
AMP Paving LLC,amppaving.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Law Office of Richard Deck,attorneyricharddeck.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Johnsons Flooring Edan,johnsons-flooring.edan.io,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
JM Weldco,jmweldco.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
United Rail Service,unitedrailservice.org,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Georgebstoneco,georgebstoneco.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Shewmaker Trucking INC,shewmakertrucking.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Southern Wv Media,southernwvmedia.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Superior Hose & Fittings,superiorhose.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
"Younger, Inc",younger-electrical.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Bellehomesllc.Com,bellehomesllc.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
CMD Painting,cmdpainting.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Cooper Rose Enterprises Llc,cooperroseenterprises.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Pratherandson.Com,pratherandson.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Jumpstart Coatesville,gojumpstart.org,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Packs Walker,packswalker.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Straightedge Construction,straightedgeconstructionllc.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Sunrise Excavating Llc,sunriseexcavatingllc.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Surfaces Company Llc,surfacescompanyllc.org,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Whitehouse Electric,whitehouseelectric.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Djskitchencorner.Com,djskitchencorner.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Tint Nerds,tintnerds.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Elelectricllc.Com,elelectricllc.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
"Patterson Properties, Inc",pattersonpropertiesinc.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
S & T Watkins Fencing,stfencing.net,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
ClearView Excavating LLC,clearviewex.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Andys Mirror Glass,andysmirror.com,"Cincinnati, OH",[unknown],Bootstrapped,[unknown],"Andys Mirror Glass provides commercial and residential glass and glazing services, including glass replacement, storefronts and entrances, curtainwall, mirrors, windows, doors, showers, and tabletops. They serve both residential customers and commercial clients and market themselves as a locally owned hometown glazing contractor with over 70 years of history and availability when needed, offering products at competitive prices.",55X5CPA6,
Monarch Construction,monarchconstruction.cc,"Swindon, UK",[unknown],Bootstrapped,[unknown],"Monarch Construction is an independent general contractor focused on commercial and institutional building projects. They offer general contracting, design/build delivery, self-performed concrete construction, and pre-construction services for public and private owners, educational institutions, healthcare, and industrial clients. They emphasize safety and performance ratings, single-point responsibility through design/build, and in-house concrete capabilities.",55X5CPA6,NON_US_HQ
W B Fosson & Sons Inc,wbfosson.com,"Ashland, KY",[unknown],Bootstrapped,[unknown],"W B Fosson & Sons Inc are a construction firm offering general contracting, construction management, mechanical contracting, design services, and design-build delivery for commercial, institutional, healthcare, education, and industrial clients; they emphasize decades of experience, a collaborative hands-on project management approach, and delivering projects on schedule and on budget.",55X5CPA6,
"Potter General Contracting, LLC",pottergc.com,"Louisville, KY",[unknown],Bootstrapped,2005,"Potter General Contracting provides commercial construction services focused on design-build and tenant improvement projects for business and institutional clients, including retail build-outs, medical and office facilities, restaurants, manufacturing facilities, and institutional projects. They emphasize managing projects from concept to completion and claim to differentiate by giving clients access to a cloud-based construction app for real-time project visibility and document handling.",55X5CPA6,
Smith-Manus Surety Bonds,smithmanus.com,"Louisville, KY",[unknown],Private Equity Add-On,1979,"Smith-Manus Surety Bonds brokers and places surety bonds and designs surety programs for businesses in industries such as construction, mining, oil and gas, development, waste, and environmental remediation. They serve business customers that need performance, payment, license/permit, and federal contracting bonds, and they market themselves as an experienced, industry-focused surety partner with nationwide reach and a partnership with a major broker.",55X5CPA6,
Good-One Excavating,goodoneexcavating.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Greystone,greystonebuilds.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
"Graves & Graves, LLC",gravesontheweb.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Kodiak Construction,kodiakconstructionky.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Craig Caulking Inc,craigcaulking.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Overhead Door Company,overheaddoorbg.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
YLB Accounting & Consulting Services,wisebuyingmall.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
"Industrial Electrical Contractors, INC.",iecbg.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Patterson Construction & Design,pattersonconstructiondesign.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Nelson Roofing,nelsonroofing1.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Thompson Electrical Contracting,thompsonelectricalcontracting.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Dudley's Geothermal & HVAC,dudleysgeothermalandhvac.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Kremer Tree Service,kremertreeservice.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Midnight Oil,midnightoil.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Yamamoto FB Engineering,yamamotofb.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
McElroy Wharton & Boldrick,ky-realestate.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
R Alle Movements,rallemovements.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
South East Welding LTD,southeastwelding.ca,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,NON_US_TLD
"Mathis & Sons, Inc.",mathisinc.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Wildcat Drywall LLC,wildcatdrywall.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Bendigo Electrician,timmillerelectrical.com.au,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,NON_US_TLD
Wood Concepts,woodconcepts.ca,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,NON_US_TLD
Jefferson Contracting Ltd.,jeffersoncontracting.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Excavator,excavatorpub.co.uk,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,NON_US_TLD
Total Care Environmental,totalcareenv.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Edwards Development Group,edwardsdevelopmentgroup.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Mick Mur F Inc,mickmurfinc.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Crialoss Cafebistrot,palazzodegliabati.it,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,NON_US_TLD
Adecontracting,adecontracting.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Profile Php,concrete3.net,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Euro-Paint.Info,euro-paint.info,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Make Ready Services,makereadyservices.com,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Nextech.Build,nextech.build,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Pro Klee N,prokleen.com.my,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,NON_US_TLD
Make Ready Services LLC,makereadyservices.co,[unknown],[unknown],[unknown],[unknown],[unknown],55X5CPA6,
Primoris Services Corp.,prim.com,"Dallas, TX",26266,Public,2006,"Primoris Services Corp. is an engineering and specialty contracting firm focused on energy and infrastructure projects. They deliver EPC and construction services—notably pipeline, electrical transmission and distribution, fabrication, mechanical and maintenance—to utilities, energy firms, pipeline operators and government agencies, and they market themselves as an integrated provider able to execute multi-discipline, large-scale infrastructure programs.",B2P5ZX2E,
NEI Electric,neielectric.com,[unknown],[unknown],[unknown],[unknown],[unknown],B2P5ZX2E,
Electric Construction Co,eccsfsd.com,[unknown],[unknown],[unknown],[unknown],[unknown],B2P5ZX2E,
Fraser Morris Electric,frasermorris.com,[unknown],[unknown],[unknown],[unknown],[unknown],B2P5ZX2E,
Matrix-NDI,matrix-ndi.com,[unknown],[unknown],[unknown],[unknown],[unknown],B2P5ZX2E,
J.Becher & Associates,jbecher.com,[unknown],[unknown],[unknown],[unknown],[unknown],B2P5ZX2E,
"Castle Contracting, LLC",digcastle.com,[unknown],[unknown],[unknown],[unknown],[unknown],B2P5ZX2E,
Master Technology Group (MTG),callmtg.com,[unknown],[unknown],[unknown],[unknown],[unknown],B2P5ZX2E,
"Gilbert Mechanical Contractors, LLC",gilbertmech.com,[unknown],[unknown],[unknown],[unknown],[unknown],B2P5ZX2E,
Pro-Tec Design,pro-tecdesign.com,[unknown],[unknown],[unknown],[unknown],[unknown],B2P5ZX2E,
"Holden Electric Co., Inc",holdenelectric.com,[unknown],[unknown],[unknown],[unknown],[unknown],B2P5ZX2E,
"Preferred Electric, Inc",preferred-elect.com,[unknown],[unknown],[unknown],[unknown],[unknown],B2P5ZX2E,NAME_MATCH_REVIEW: normalized name already in dedupe authority under a different domain - verify before outreach
