company,domain,bucket,campaign,priority,wave,had_email_before,had_phone_before,enriched,has_mobile,source,status
"Axxis Building Systems, Inc.",axxisbuildingsystems.com,T5,,master-P3,MASTER,,,yes,,grata,ok
Midland Electric INC,midlandelectricinc.com,S8,,master-P3,MASTER,,,yes,,grata,ok
Sturm Electric,sturmelectric.com,T5,,master-P3,MASTER,,,yes,,grata,ok
Whitmore Construction,whitmoreconstruction.net,T3,,master-P3,MASTER,,,yes,,grata,ok
KT Power Systems,ktpowersystems.com,T5,,master-P3,MASTER,,,yes,,grata,ok
"Carol Electric Company, Inc.",carolelectric.com,T5,,master-P3,MASTER,,,yes,,grata,ok
Cci of Arkansas,cciarkansas.net,T5,,master-P3,MASTER,,,yes,,grata,ok
Studebaker Brown Electric,studebakerelectric.net,S8,,master-P3,MASTER,,,yes,,grata,ok
"Walsh Electrical, Inc.",walshelectrical.com,T5,,master-P3,MASTER,,,,,grata,no grata execs
East Texas Lightning Protection,easttexaslightningprotection.com,S10,,master-P3,MASTER,,,,,grata,no grata execs
Garnet Electric Co INC,garnetelectric.com,T4,,master-P3,MASTER,,,yes,,grata,ok
Kaiser Electric Inc.,kaiserelectric.com,T5,,master-P3,MASTER,,,yes,,grata,"note both emails use kaiserelec.com, not the target domain kaiserelectric.com"
"ASB Energy Services, LLC",asbenergy.com,T3,,master-P3,MASTER,,,yes,,grata,ok
Alessandro Electric Inc,alessandroelectric.com,T5,,master-P3,MASTER,,,yes,,grata,ok
DES Electric,des-electric.com,T4,,master-P3,MASTER,,,yes,,grata,"Grata lists 5 execs; Calvin Moses and Stephen Cote (Owners, no email) dropped by 3-contact cap. Contacts sit in MI and CA - possible multiple entities, verify"
Enterprise Electric Inc.,enterpriseelectric.net,T5,,master-P3,MASTER,,,yes,,grata,ok
"Hamer Electric, Inc.",hamerelectric.com,T4,,master-P3,MASTER,,,yes,,grata,ok
Heller Electric Co Inc,hellerelectric.com,T5,,master-P3,MASTER,,,yes,,grata,ok
"RC Power, Inc.",rcpowerinc.com,T5,,master-P3,MASTER,,,yes,,grata,ok
"ECHO Solutions USA, LLC>",echosolutionsusa.com,S10,,master-P3,MASTER,,,,,grata,no grata execs
Avail-Engineering,avail-engineering.com,T5,,master-P3,MASTER,,,yes,,grata,ok
Centrim Electric Inc,centrimelectric.com,T5,,master-P3,MASTER,,,yes,,grata,ok
"KolKay Electric, Inc.",kolkay.com,T5,,master-P3,MASTER,,,yes,,grata,ok
Global Electric,globalelectricusa.com,T5,,master-P3,MASTER,,,yes,,grata,ok
Mc4 Construction,mc4constructionnv.com,S8,,master-P3,MASTER,,,yes,,grata,ok
Ray's Electric,rayselectric.co,S8,,master-P3,MASTER,yes,,,,grata,no grata execs
Civaeco Corp.,civaeco.com,T3,,master-P3,MASTER,,,,,grata,no grata execs
Industrial Electric Company,iecelectric.us,T4,,master-P3,MASTER,,,yes,,grata,ok
KOBO Utility Construction,koboutility.com,T3,,master-P3,MASTER,,,yes,,grata,ok
Paniagua'S Enterprises Development LLC,paniaguas.net,T3,,master-P3,MASTER,,,yes,,grata,ok
"American Energy, Inc.",ameninc.com,T3,,master-P3,MASTER,,,yes,,grata,ok
"Ample Electric, Inc.",ampleelectric.com,T5,,master-P3,MASTER,,,,,grata,no grata execs; grata resolved requested domain to ampleelectricinc.com - verify entity
Dinto Electrical Contractors Inc.,dintoelectric.com,T5,,master-P3,MASTER,,,yes,,grata,ok
Diversified Substation Construction LLC,diversifiedsci.com,T3,,master-P3,MASTER,,,,,grata,no grata execs
"Egg Electric, Inc.",eggelectric.com,T5,,master-P3,MASTER,,,yes,,grata,email on alternate domain eggelectricinc.com
Guam Advance Enterprises Inc,guamadvance.com,T5,,master-P3,MASTER,,,,,grata,no grata execs
JMS Electric,jmselectric.com,T5,,master-P3,MASTER,,,yes,,grata,ok
Waynes Electric,waynes-electric.com,T5,,master-P3,MASTER,,,yes,,grata,ok
"Fusion Electric, Inc.",fusionelectric-inc.com,T5,,master-P3,MASTER,,,yes,,grata,ok
"Clements Electrical, Inc.",clementselectrical.com,T5,,master-P3,MASTER,,,yes,,grata,ok
"Creek Electric, Inc.",creekelectric.com,T5,,master-P3,MASTER,,,yes,,grata,ok
Greenway Electrical Services LLC,greenwayelecsvc.com,T4,,master-P3,MASTER,,,,,grata,no grata execs
Hecker and Company Inc.,heckerelectric.com,S8,,master-P3,MASTER,,,yes,,grata,ok
McGoldrick Electric,mcgoldrickelectric.com,T5,,master-P3,MASTER,,,yes,,grata,ok
Metcalf Construction Services LLC,metcalfconstruction.com,T4,,master-P3,MASTER,,,yes,,grata,ok
Pro-Tech Electrical Contractors,pro-techsvc.com,T5,,master-P3,MASTER,,,yes,,grata,ok
Artesia Pilar Electrical,artesiapilarelectrical.com,T5,,master-P3,MASTER,,,,,grata,no grata execs
Castle Electric,castleelectric.com,T5,,master-P3,MASTER,,,,,grata,no grata execs
Glenn Horne Electrical,ghec.biz,T5,,master-P3,MASTER,,,,,grata,no grata execs
"B&J Electrical Company, Inc.",bjelectrical.com,T5,,master-P3,MASTER,,,yes,,grata,ok
Archiable Electric Company,archiableelectric.com,T5,,master-P3,MASTER,,,yes,,grata,ok
"Elco Electric,Inc",elco-electric.com,T5,,master-P3,MASTER,,,yes,,grata,ok
Hanlon Electric Company,hanlonelectric.com,T5,,master-P3,MASTER,,,yes,,grata,ok
"Heineken Electric Co., Inc.",heinekenelectric.com,T5,,master-P3,MASTER,,,yes,,grata,ok
Helmco Electric INC,helmcoelectric.com,T5,,master-P3,MASTER,,,yes,,grata,ok
"McGrath Electric, Inc.",mcgrathelectricinc.com,T5,,master-P3,MASTER,,,yes,,grata,Timothy Mcgrath email on alternate domain mcgrathelectricllc.com
"Triad Electrical Solutions, Inc.",triadgroup-inc.com,S8,,master-P3,MASTER,,,yes,,grata,ok
Bonner Electric Co,bonnerelectric.com,T5,,master-P3,MASTER,,,yes,,grata,ok
"CLE Electric, Inc.",clepower.com,T5,,master-P3,MASTER,,,yes,,grata,ok
Libra Electric Company,libraelectric.net,T5,,master-P3,MASTER,,,yes,,grata,ok
"Pro-Master Electric, LLC",promasterelectric.com,T5,,master-P3,MASTER,,,yes,,grata,ok
Studebaker Electric Co,studebakerelectric.com,T5,,master-P3,MASTER,,,yes,,grata,ok
Transportation Systems Inc,transportationsystemsinc.com,S8,,master-P3,MASTER,yes,,yes,,grata,"CEO email is on tsi-fl.com, not the target domain - verify entity"
D&G Energy Corporation,dgenergycorp.com,S8,,master-P3,MASTER,,,yes,,grata,ok
JMTJ Construction LLC,jmtjconstruction.com,T3,,master-P3,MASTER,,,,,grata,no grata execs
Jensen Electric Co,jensenelectricnv.com,T5,,master-P3,MASTER,,,yes,,grata,ok
Motor Shop Electrical Construction Company,motorshopelectricalconstructionco.com,T5,,master-P3,MASTER,,,yes,,grata,ok
QFS Electric Inc,qfselectric.com,T5,,master-P3,MASTER,,,,,grata,no grata execs
"Sentry Electric, INC. of Central Florida",sentry.cc,T5,,master-P3,MASTER,,,yes,,grata,ok
"Phase 3 Energy & Power Solutions, LLC",phase3eps.com,T4,,master-P3,MASTER,,,yes,,grata,ok
Dig Tech,digtechtexas.com,T3,,master-P3,MASTER,,,,,grata,no grata execs
"Alpha Energy and Electric, Inc.",alphaee.com,T5,,master-P3,MASTER,,,yes,,grata,ok
Core Electrical Group,coretxllc.com,T5,,master-P3,MASTER,,,yes,,grata,ok
Electro Construction Corp,electroconstruction.com,T5,,master-P3,MASTER,,,yes,,grata,ok
"Emerald Standard Services, Inc.",emerald-standard.com,T5,,master-P3,MASTER,,,yes,,grata,"Rogelio Pombrol and ""Roger Pombrol"" share one email - likely duplicate records for the same person"
Hoffman Electric,hoffmanelectriccompany.com,T5,,master-P3,MASTER,,,yes,,grata,ok
CO Christian & Sons,cochristian.com,T5,,master-P3,MASTER,,,yes,,grata,ok
"Bay Area Lightworks, INC.",bayarealightworks.com,S8,,master-P3,MASTER,,,yes,,grata,ok
Gene Ray Electric Co,generayelectric.com,T5,,master-P3,MASTER,,,yes,,grata,ok
"Los Angeles Signal Construction, Inc.",lasignal.com,S8,,master-P3,MASTER,,,yes,,grata,ok
"Pitt Electric, INC.",pittelectricinc.com,T5,,master-P3,MASTER,,,yes,,grata,ok
Suncoast Power LLC.,suncoastpower.com,T5,,master-P3,MASTER,,,yes,,grata,ok
Tri Power Electric,tripowerelectricinc.com,T5,,master-P3,MASTER,,,yes,,grata,ok
Waddington & Son Electric CO,waddingtonelectric.com,T5,,master-P3,MASTER,,,yes,,grata,ok
Edward W. Scott Electric Co.,edwardwscottelectric.com,T5,,master-P3,MASTER,,,yes,,grata,ok
Banks-EC,banks-ec.com,T5,,master-P3,MASTER,,,yes,,grata,ok
"C2G Engineering, Inc.",c2geng.com,T4,,master-P3,MASTER,,,yes,,grata,ok
Concord Electric Corporation,concordelectriccorp.com,T5,,master-P3,MASTER,,,yes,,grata,ok
Electrical Power and Design,epd-mi.com,T5,,master-P3,MASTER,,,yes,,grata,ok
Power Consulting Associates,powerconsultingassociates.com,E12,,master-P3,MASTER,,,yes,,grata,"both emails are on pca-llc.biz, not the target domain"
"CLP Engineering, LLC",clp-engineering.com,E12,,master-P3,MASTER,,,,,grata,no grata execs
"ControlPoint Technologies, Inc.",cpteng.com,E12,,master-P3,MASTER,,,yes,,grata,ok
"Shah & Associates, Inc.",shahpe.com,E12,,master-P3,MASTER,,,yes,,grata,ok
"Power & Control Systems, Inc.",pcsbr.com,E12,,master-P3,MASTER,,,yes,,grata,ok
"SubGrid Solutions, LLC",subgrid.com,E12,,master-P3,MASTER,,,yes,,grata,ok
H. K. Scholz Co.,hkscholz.com,M13,,master-P3,MASTER,,,,,grata,no grata execs
"Dillengr, Inc.",dillengrinc.com,M13,,master-P3,MASTER,,,yes,,grata,ok
IRISS,iriss.com,M13,,master-P3,MASTER,,,yes,,grata,ok
Pces,pcescorp.com,E12,,master-P3,MASTER,,,yes,,grata,"Grata holds a duplicate of Eldon Drake (row ""Eldon Drakem"", same email); 2 further Principal Designers with no email dropped by cap"
Every Watt Matters,everywattmatters.com,M13,,master-P3,MASTER,,,yes,,grata,"UK (Leo Flores, 'UK Director') - non-US contact, verify entity"
Integrated Control Technologies,integratedcontroltech.com,T4,,master-P3,MASTER,yes,,yes,,grata,ok
"Lawrence Electric Company, INC.",lawrenceelectricco.com,T5,,master-P3,MASTER,,,yes,,grata,ok
Pacific Power Electrical Contracting LLC,ppecglobal.com,T5,,master-P3,MASTER,,,yes,,grata,ok
QTIB Engineers,qtib-engineers.com,E12,,master-P3,MASTER,,,yes,,grata,ok
"S&S Electrical Services, Inc.",sselectrical.com,T5,,master-P3,MASTER,,,yes,,grata,"contacts sit in PA, SC and IL - possible multiple entities named S&S Electrical, verify"
"THI Energy Consultants, LLC",thi-ec.com,T4,,master-P3,MASTER,,,yes,,grata,ok
Volunteer Electric Inc,volelectric.com,T5,,master-P3,MASTER,,,yes,,grata,ok
L9 Electric,l9electric.com,T5,,master-P3,MASTER,,,,,grata,no grata execs
Dave's Construction LLC,davesinc.com,T3,,master-P3,MASTER,,,,,grata,no grata execs
RP Companies,rpcompaniesinc.com,T3,,master-P3,MASTER,,,yes,,grata,ok
"Weber and Associates, Inc.",weber-corp.com,T6,,master-P3,MASTER,,,yes,,grata,ok
All Phase Electric Company Inc,allphaseelectric.net,T5,,master-P3,MASTER,,,yes,,grata,ok
Dts Electric,dtselectric.com,T4,,master-P3,MASTER,,,yes,,grata,Anon Yarbrough email on unrelated domain ees-ca.com - verify
"Electri-Tech, Inc",electritech.com,T5,,master-P3,MASTER,,,yes,,grata,ok
Electrical Energy Systems Corporation,eesc-ct.com,T5,,master-P3,MASTER,,,yes,,grata,ok
Meco Electric CO INC,mecoelec.com,T5,,master-P3,MASTER,,,yes,,grata,ok
Mgm Electrical,mgmelectricalsystems.com,T5,,master-P3,MASTER,,,yes,,grata,two people carry the President title; Mark Green and Meir Mittman rows are flagged archived in Grata - verify current officer
Myers Electric Company Inc,meyerelectric.net,T5,,master-P3,MASTER,,,yes,,grata,ok
Northeast Lightning Protection,northeastlightning.com,S10,,master-P3,MASTER,,,yes,,grata,ok
"Peters Electric & Technology, Inc.",peterselectricil.com,T5,,master-P3,MASTER,,,yes,,grata,ok
Polarity Electric Inc,polarityelectric.com,T5,,master-P3,MASTER,,,yes,,grata,ok
Thorco INC,thorcocda.com,T5,,master-P3,MASTER,,,yes,,grata,ok
Auto Charging Experts INC.,autochargingexperts.com,S9,,master-P3,MASTER,,,,,grata,no grata execs
Industrial Electric Company of Detroit,industrialelectric.net,T5,,master-P3,MASTER,,,yes,,grata,ok
Kleinberg Electric,kleinbergelectric.net,T5,,master-P3,MASTER,,,yes,,grata,ok
Nu-Trend EV and Electrical Services,nu-trendev.com,S9,,master-P3,MASTER,,,,,grata,no grata execs
Sosaya & Sons Construction,sosayaandsons.com,S8,,master-P3,MASTER,,,yes,,grata,ok
West Georgia Electric,westgaelectric.com,T5,,master-P3,MASTER,,,yes,,grata,Dennis Jones email on alternate domain wge108.com
Cariboo Industrial Electric,caribooindustrialelectric.com,T4,,master-P3,MASTER,,,,,grata,"no grata execs; name suggests Cariboo region, British Columbia - verify this is a US entity before outreach"
"Delta Electrical Contractors of SC, Inc.",decofsc.com,T4,,master-P3,MASTER,,,yes,,grata,ok
"Liffey Electric, Inc",liffey-electric.com,T4,,master-P3,MASTER,,,yes,,grata,email on alternate domain liffeyelectric.com
Apex Electrical Group LLC,apexelectricgroup.com,T4,,master-P3,MASTER,,,yes,,grata,ok
"CurrentMaster Electric, LLC.",currentmasterelectric.com,T5,,master-P3,MASTER,,,yes,,grata,ok
Berry Contracting Inc,jimberry.com,T3,,master-P3,MASTER,,,,,grata,no grata execs
MOC Incorporated,mocincorporated.com,T3,,master-P3,MASTER,,,yes,,grata,ok
"Utility Systems Construction & Engineering, LLC",utilitysystems.com,T3,,master-P3,MASTER,,,yes,,grata,ok
All Trade Industries Llc,alltradeindustries.com,T5,,master-P3,MASTER,,,yes,,grata,ok
BTX Group,btxconstructiongroup.com,T4,,master-P3,MASTER,,,yes,,grata,ok
Cove Electric Inc.,cove-elec.com,T5,,master-P3,MASTER,,,yes,,grata,ok
"Emerging Technologies, LLC",emergingtech-llc.com,M13,,master-P3,MASTER,yes,,yes,,grata,"grata company name reads 'Emerging Technologies Pvt. Ltd.' - contact is US (WI) but entity naming inconsistent, verify"
"Focal Point Partners, Inc.",focalpointpartners.com,T5,,master-P3,MASTER,,,yes,,grata,"email is on fppmn.com, not the target domain"
NuuCo Electric,nuuco.com,S8,,master-P3,MASTER,,,,,,not enriched
TAG Companies LP,tagcompanies.com,T5,,master-P3,MASTER,,,yes,,grata,grata resolved requested domain to taglp.com (Tag Electric) - verify entity
MAC Electric,meisw.com,T5,,master-P3,MASTER,,,yes,,grata,"Grata company name for this domain is ""MAC Electric"" - verify entity"
SDI Electric Group,sdielectricgroupllc.com,T5,,master-P3,MASTER,,,,,,not enriched
Gs2 Contractors,gs2contractors.com,T4,,master-P3,MASTER,,,,,grata,no grata execs
"Integrated Power Supplies International, Inc.",ipsi.net,S7,,master-P3,MASTER,,,yes,,grata,ok
"Littleton Electric Service, Inc.",littletonelectric.com,T5,,master-P3,MASTER,,,,,,not enriched
Rise Electric LLC,riseelec.com,T5,,master-P3,MASTER,,,,,grata,no grata execs
Seven O Industrial LLC,seven-o.com,T4,,master-P3,MASTER,,,yes,,grata,ok
"McClintock Electric, Inc.",mcclintockelectric.com,T5,,master-P3,MASTER,,,,,,not enriched
Premier Power Company,premierpowercompany.com,T3,,master-P3,MASTER,,,,,grata,no grata execs
Premier Power Electric,ppe-wa.com,T5,,master-P3,MASTER,,,yes,,grata,ok
"Superior Electric of Lansing, Inc.",superiorelectricinc.com,T5,,master-P3,MASTER,,,,,,not enriched
Bayview Electric,bvelectric.net,T5,,master-P3,MASTER,,,yes,,grata,ok
JCE Inc,jceinc-us.com,T5,,master-P3,MASTER,,,,,grata,no grata execs
PanelShop.com,panelshop.com,M13,,master-P3,MASTER,,,,,,not enriched
"Wells & Tate Electric Co., Inc.",wellsandtate.com,T5,,master-P3,MASTER,,,yes,,grata,ok
Millennium Electrical Services,millenes.com,T5,,master-P3,MASTER,,,,,grata,no grata execs
Peter and Sons Electric Company,peterandsonselectric.com,T5,,master-P3,MASTER,,,,,,not enriched
Weaver Electric Inc,weaverelectric.us,T5,,master-P3,MASTER,,,yes,,grata,ok
"Apex Electric Co., Inc.",apexelectriccompany.com,T5,,master-P3,MASTER,,,yes,,grata,ok
Dillon Lightning Protection,dillonlp.com,S10,,master-P3,MASTER,,,,,,not enriched
G Carter Construction Co,gcarterconstruction.com,S8,,master-P3,MASTER,,,yes,,grata,ok
Lauderdale Electric,lauderdale-electric.com,T5,,master-P3,MASTER,,,yes,,grata,ok
Lightning Specialists,lsi-fl.com,S10,,master-P3,MASTER,yes,,,,,not enriched
Memphis Electric Co LLC,memphiselectricco.com,T5,,master-P3,MASTER,,,yes,,grata,ok
"Neshaminy Electrical Contractors, Inc.",neshaminyelectric.com,T5,,master-P3,MASTER,,,yes,,grata,Grata LinkedIn URL for John W Lyons reads jon-lyons - verify
Roth Electric LLC,rothelectrical.net,T5,,master-P3,MASTER,,,,,,not enriched
Vsl Electrical Signing Lighting Llc,vslconstructors.com,S8,,master-P3,MASTER,,,,,grata,no grata execs
"Worch Electric, Inc.",worchelectric.com,T5,,master-P3,MASTER,,,yes,,grata,ok
"True Compass, LLC",truecompassnw.com,T5,,master-P3,MASTER,,,,,,not enriched
Coltin Electric INC.,coltinelectric.com,T5,,master-P3,MASTER,,,yes,,grata,ok
Core Electric Corp,coreelectric.us,T5,,master-P3,MASTER,,,yes,,grata,ok
L E Ballance Electrical Service,ballanceelectric.com,T5,,master-P3,MASTER,,,,,,not enriched
"Urban Electric, Inc.",urbanelectric.net,T5,,master-P3,MASTER,,,yes,,grata,ok
E-TEC Electrical Services,e-tecinc.net,T5,,master-P3,MASTER,yes,,,,grata,no grata execs
"Midwest Electrical Construction, Inc.",mecinc.biz,T5,,master-P3,MASTER,,,,,,not enriched
"Star Electric Company, Inc.",starelectricmd.com,T5,,master-P3,MASTER,,,yes,,grata,ok
"Twin City Electricians, Inc.",twincityelectricians.com,T5,,master-P3,MASTER,,,yes,,grata,ok
Guerrero Electrical Services,guerreroelectrical.com,T5,,master-P3,MASTER,,,,,,not enriched
"ARCO Electric, Inc",arcoelectric.us,T5,,master-P3,MASTER,,,yes,,grata,ok
BR Electrical,br-electrical.com,T5,,master-P3,MASTER,,,yes,,grata,ok
H S Electric,hs-electric.com,T5,,master-P3,MASTER,,,,,,not enriched
Kwasigroch Electric Inc,kei-inc.com,T5,,master-P3,MASTER,,,yes,,grata,ok
"Lighthouse Electric, INC.",lhetulsa.com,T5,,master-P3,MASTER,,,yes,,grata,ok
Mongoose Electric Incorporated,mongooseelectric.com,T5,,master-P3,MASTER,,,,,,not enriched
Nexus Electrical Group PDX,nexuselectricalgroup.com,T5,,master-P3,MASTER,,,,,grata,no grata execs
"North Ridge Electric, INC.",northridgeelectric.com,T5,,master-P3,MASTER,,,yes,,grata,Grata resolved this domain to North Ridge Electric on nre.cc - verify entity
Power Pro Plus INC.,powerproplusinc.com,T5,,master-P3,MASTER,,,,,,not enriched
Quick Electrical Contractors,quickelectric.net,T5,,master-P3,MASTER,,,yes,,grata,ok
Reeve Electric Company Inc,reeve-electric.com,T5,,master-P3,MASTER,,,yes,,grata,"Canada - Clark Reaves and Ken Reeve are located in Vancouver, British Columbia; non-US contacts, verify entity"
Rondout Electric Inc,rondoutelectric.net,T5,,master-P3,MASTER,,,,,,not enriched
"Prime Electric Group, LLC.",primeelectricgroup.com,T5,,master-P3,MASTER,,,yes,,grata,ok
"A.S.F. Electric, Inc.",asfelectric.net,T5,,master-P3,MASTER,,,yes,,grata,ok
Jitney Co Inc,jitneyco.com,T5,,master-P3,MASTER,,,,,,not enriched
"Elite Electric Group, LLC",eliteelectricgroup.com,T5,,master-P3,MASTER,,,yes,,grata,email on alternate domain eliteelectricpdx.com
Tomey Electric Inc,tomeyelectric.com,T5,,master-P3,MASTER,,,yes,,grata,ok
"4Lp, LLC",4lp.com,S10,,master-DQ,MASTER,,,,,grata,no grata execs
ADC Electrical Ltd,adc-electrical.co.uk,S7,,master-DQ,MASTER,,,yes,,grata,"United Kingdom - non-US contact, verify entity"
AE Rosen Electrical,aerosenelectrical.com,T5,,master-DQ,MASTER,,,yes,,grata,ok
ALBD Electric & Cable,albdinc.com,T5,,master-DQ,MASTER,yes,,yes,,grata,ok
"Allcom Electric, Inc.",allcomelectric.com,T5,,master-DQ,MASTER,,,yes,,grata,ok
Allied Services Group,alliedsg.com,T5,,master-DQ,MASTER,,,,,grata,no grata execs
AllumiaX Engineering,allumiax.com,T1,,master-DQ,MASTER,,,yes,,grata,ok
"Alpha Industries, LLC.",alphaindustries.pro,T4,,master-DQ,MASTER,,,,,grata,no grata execs
Alpha Power Group,alphapowergroup.com,T3,,master-DQ,MASTER,,,yes,,grata,"2 further execs (Tim Hoyt, Mathew Smith - Directors, no email) dropped by 3-contact cap"
American Power & Communications,americanpowercomm.net,T5,,master-DQ,MASTER,,,yes,,grata,ok
"Anmar Electrical Contractor, Inc",anmarcorporation.com,T5,,master-DQ,MASTER,,,yes,,grata,ok
"Arc Power Services, LLC",arcpowersvc.com,T3,,master-DQ,MASTER,,,,,grata,no grata execs
"Arcadia Electrical Co., Inc.",arcadiaelectrical.com,T5,,master-DQ,MASTER,,,yes,,grata,ok
Armor Electrical,armorelectrical.com,T5,,master-DQ,MASTER,,,,,grata,no grata execs
Atlas Electric Construction,atlaselectricalconst.com,T5,,master-DQ,MASTER,,,yes,,grata,ok
B&B Electric,bb-electric.com,T5,,master-DQ,MASTER,yes,,yes,,grata,ok
Beaon Energy,gobeaon.com,T5,,master-DQ,MASTER,yes,,,,grata,no grata execs
Bertke Electric,bertke.com,T5,,master-DQ,MASTER,,,yes,,grata,ok
"Bloomfield Electric Company, INC.",bloomfieldelectric.com,T5,,master-DQ,MASTER,,,yes,,grata,ok
"Bronco Electric, Inc.",broncoelectric.com,T5,,master-DQ,MASTER,,,yes,,grata,Keith Brown email on alternate domain broncoelectricinc.com and located Houston TX vs company Bakersfield CA - verify
Bryan Electric Inc.,bryanelectricinc.com,T5,,master-DQ,MASTER,,,yes,,grata,ok
CAC -Custom Automated Controls,custautocont.com,T4,,master-DQ,MASTER,,,yes,,grata,ok
"Campbell & Dawes, LTD",campbellanddawes.com,T5,,master-DQ,MASTER,,,,,grata,no grata execs
Celtic Power Group,celticpower.com,T3,,master-DQ,MASTER,,,,,grata,no grata execs
"CentriPump, Inc.",centripump.com,S7,,master-DQ,MASTER,yes,,yes,,grata,ok
Ceym,ceymglobal.com,T4,,master-DQ,MASTER,,,yes,,grata,ok
"Coastline Electric, Inc.",coastlineelectricri.com,T5,,master-DQ,MASTER,,,yes,,grata,ok
Coghlin Electrical Contractors,coghlin.com,T5,,master-DQ,MASTER,,,yes,,grata,ok
Commercial Electrician,johnfordelectricalservices.co.uk,T4,,master-DQ,MASTER,,,,,grata,"domain unresolvable in grata (404); UK domain - non-US, verify entity"
Comstock Brothers Electric,cbehq.com,T5,,master-DQ,MASTER,,,yes,,grata,ok
Corbin Electrical Services,corbinelectric.com,S7,,master-DQ,MASTER,yes,,yes,,grata,ok
Cte,cte-ca.com,T5,,master-DQ,MASTER,,,,,grata,no grata execs
D A Boisvert Electric,boisvertelectric.com,T5,,master-DQ,MASTER,,,yes,,grata,ok
"D.R.B. Electric, Inc.",drbelectric.com,T5,,master-DQ,MASTER,,,yes,,grata,ok
DEI Systems,deisystems.com,T5,,master-DQ,MASTER,,,yes,,grata,ok
DSE Electric Inc.,dseelectric.com,T5,,master-DQ,MASTER,,,yes,,grata,ok
Dane Electric,daneelectric.com,T5,,master-DQ,MASTER,,,yes,,grata,ok
"David Crowell Electric, Inc.",davidcrowellelectric.com,T5,,master-DQ,MASTER,,,yes,,grata,ok
Degraaf Systems Inc,degraafsystems.com,T5,,master-DQ,MASTER,,,yes,,grata,Grata LinkedIn URL on this contact (bgandy1980) does not match the name - verify person; alternate personal email keiladegraaf@roadrunner.com is marked smtp invalid
Denver Electrical Contractors Inc.,denverelectrical.com,T5,,master-DQ,MASTER,,,yes,,grata,ok
Design Electric Company,designelectriccompany.com,T5,,master-DQ,MASTER,,,yes,,grata,ok
Direct Strike Lightning protection,directstrikelightningprotection.github.io,S10,,master-DQ,MASTER,,,,,grata,no grata execs
"Dk Electrical Contractors, INC.",dkelectricinc.com,T5,,master-DQ,MASTER,,,yes,,grata,ok
"Doctor Electric, Inc.",doctorelectric.net,T5,,master-DQ,MASTER,yes,,yes,,grata,ok
EV Charger San Diego,evchargersd.com,S9,,master-DQ,MASTER,,,yes,,grata,ok
EV Chargers by AEFA,evchargersusa.com,S9,,master-DQ,MASTER,,,,,grata,no grata execs
EV HookUp,evhookup.com,S9,,master-DQ,MASTER,,,,,grata,no grata execs
"Electrical Dynamics, Inc.",electricaldynamics.com,T5,,master-DQ,MASTER,,,yes,,grata,ok
Electrical Innovations,electricalinnovations.net,T5,,master-DQ,MASTER,,,,,grata,no grata execs
Elevate360 Inc.,elevate360.com,S9,,master-DQ,MASTER,,,,,grata,no grata execs
Energy-Test Ingeniería Eléctrica,energy-test.com,T1,,master-DQ,MASTER,,,,,grata,no grata execs
"FRONTIER ELECTRIC of Washington, Inc.",frontiereow.com,T5,,master-DQ,MASTER,,,yes,,grata,ok
"Ferreira Power West, LLC",ferreirapw.com,T3,,master-DQ,MASTER,,,yes,,grata,email on affiliate domain ferreiraconstruction.com
"Ferrell Electric, Inc.",ferrellelectric.net,T5,,master-DQ,MASTER,,,yes,,grata,ok
"Florida Keys Electric, Inc.",flkeyselectric.com,T5,,master-DQ,MASTER,,,yes,,grata,ok
Flowers Electric LLC,flowers-electric.com,S9,,master-DQ,MASTER,,,yes,,grata,ok
Formex Electrical Contractor Inc.,formex.us,T4,,master-DQ,MASTER,,,,,grata,no grata execs
FourGen Holdings,four-gen.com,T5,,master-DQ,MASTER,,,yes,,grata,ok
Future Controls inc.,future-controls.com,T5,,master-DQ,MASTER,,,yes,,grata,ok
G&P Technology,gandptechnology.co.uk,M13,,master-DQ,MASTER,yes,,yes,,grata,"United Kingdom - non-US contact/entity, verify (G&P Technology, Chilton, England)"
GMEA Services,gmeaservices.com,T4,,master-DQ,MASTER,,,yes,,grata,ok
Gardner Electric,gardnerelectric-ky.com,T4,,master-DQ,MASTER,,,yes,,grata,ok
"Gateway Electric, Inc.",gatewayelectric.com,T5,,master-DQ,MASTER,yes,,yes,,grata,ok
Genesis Electrical Service,genesiselectric.com,T5,,master-DQ,MASTER,,,yes,,grata,ok
Genmar Electric Corp,unitedgenmar.net,T5,,master-DQ,MASTER,,,yes,,grata,ok
Gibson Electric,geflorida.com,T5,,master-DQ,MASTER,,,yes,,grata,ok
Giles Electric Company,gileselectriccompany.com,T5,,master-DQ,MASTER,,,yes,,grata,ok
HB Utilities,hbutilities.com,T3,,master-DQ,MASTER,,,,,grata,no grata execs
"Hardt Electric, Inc.",hardtelectric.com,T5,,master-DQ,MASTER,yes,,yes,,grata,ok
Harrison Electric INC,spina-enterprises.com,S7,,master-DQ,MASTER,,,,,grata,no grata execs
Hawkeye Electric,hawkeye-electric.com,T5,,master-DQ,MASTER,yes,,yes,,grata,ok
"Hicks Electric, Inc.",hickselectric.net,T5,,master-DQ,MASTER,,,yes,,grata,ok
Hmt,hmt-electric.com,T1,,master-DQ,MASTER,,,,,grata,no grata execs
Hoekstra Electrical Services,hoekstraelectric.com,T5,,master-DQ,MASTER,,,yes,,grata,ok
